## File generated by myo_cap software
## Available from github.com/ddantas/myo_cap
## Timestamp: 2018-05-23_20-57-32
##
## EMG capture settings##
# sampleRate: 2000
# channelsPerBoard: 4
# nBoards: 1
# bitsPerSample: 12
##
## Data
## t;ch0;ch1;...;ch(channelsPerBoard * nBoards - 1)
263;326;306;278
218;290;256;256
145;205;227;249
33;82;130;127
0;0;14;19
0;0;0;0
0;0;0;0
0;0;0;0
14;3;0;1
33;33;36;55
50;63;85;126
79;119;134;134
102;147;133;138
128;176;178;179
246;302;271;265
258;324;311;286
218;290;260;253
133;197;208;224
27;63;109;130
0;0;16;39
0;0;0;0
0;0;0;0
6;0;0;2
22;13;12;22
35;30;39;58
53;66;95;131
74;112;131;140
104;151;138;140
157;205;224;247
261;324;316;299
262;329;315;293
213;279;266;256
127;171;183;183
12;30;59;88
0;0;0;3
0;0;0;0
0;0;0;0
6;0;0;1
23;11;11;21
35;30;39;58
53;67;95;130
75;113;126;133
106;150;137;140
149;195;209;232
256;333;325;311
250;315;303;262
202;267;256;243
122;159;157;145
14;21;34;45
0;0;0;0
0;0;0;0
0;0;0;0
7;0;0;2
21;11;12;21
34;29;38;55
59;76;110;128
84;122;134;131
115;153;142;135
157;208;227;251
256;340;327;314
254;319;311;285
202;269;259;262
118;166;165;165
5;21;37;52
0;0;0;2
0;0;0;0
0;0;0;0
8;0;0;1
21;5;2;2
30;22;26;33
54;64;92;123
71;106;138;140
102;143;134;132
139;167;164;157
249;290;254;249
254;339;314;279
206;280;257;258
127;184;192;216
14;45;84;123
0;0;4;16
0;0;0;0
0;0;0;0
2;0;0;1
16;2;0;0
35;31;39;50
54;70;102;119
74;113;140;126
107;135;134;131
133;159;152;145
249;287;256;255
263;320;298;267
207;272;250;240
129;178;192;198
6;29;59;97
0;0;0;9
0;0;0;0
0;0;0;0
0;0;0;0
8;0;0;0
21;13;8;8
41;42;57;86
57;78;113;127
81;124;143;140
111;137;129;142
193;247;250;253
258;333;327;310
250;319;302;267
195;256;258;239
102;158;153;133
2;14;33;36
0;0;0;0
0;0;0;0
0;0;0;0
5;0;0;0
24;14;13;24
37;37;45;65
57;76;109;129
81;125;147;143
112;136;142;132
192;247;254;256
256;330;326;309
253;312;298;262
184;256;250;252
92;140;135;135
0;3;17;19
0;0;0;0
0;0;0;0
0;0;0;0
2;0;0;0
22;11;12;21
32;29;38;58
52;67;92;126
80;121;132;140
110;158;145;136
157;207;222;242
259;333;325;316
253;335;323;296
191;262;260;244
113;151;153;135
10;15;35;47
0;0;0;0
0;0;0;0
0;0;0;0
2;0;0;0
20;4;3;3
38;32;42;60
52;62;88;127
77;116;132;135
107;134;138;139
133;169;168;172
257;304;271;257
258;319;298;263
212;282;266;256
131;175;190;197
6;26;57;95
0;0;1;12
0;0;0;0
0;0;0;0
0;0;0;0
6;0;0;0
21;13;13;16
45;50;70;105
63;87;131;137
89;128;147;135
122;139;137;137
217;263;251;242
263;330;321;297
234;321;289;248
165;250;245;246
54;126;136;128
0;3;13;17
0;0;0;0
0;0;0;0
0;0;0;0
6;0;0;0
21;12;10;7
39;38;47;61
63;84;118;127
82;128;134;135
113;139;135;139
200;252;245;258
260;331;323;305
249;314;290;258
189;257;256;248
88;137;134;131
0;5;17;32
0;0;0;0
0;0;0;0
0;0;0;0
10;0;0;1
21;9;3;3
33;30;32;40
56;73;104;115
77;115;134;129
105;152;134;142
151;201;210;229
255;337;321;303
257;331;328;304
201;267;263;252
120;157;158;146
5;14;25;33
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
14;2;0;1
33;27;34;52
47;58;81;118
70;99;134;134
100;139;135;130
130;148;142;128
250;309;270;260
258;323;309;278
214;289;255;251
135;199;215;228
30;66;117;130
0;0;5;11
0;0;0;0
0;0;0;0
0;0;0;0
8;0;0;0
22;15;10;12
39;40;52;75
60;82;120;136
89;130;133;137
121;150;137;141
233;283;254;253
265;349;342;329
229;324;301;265
160;244;256;241
55;121;135;134
0;1;14;31
0;0;0;0
0;0;0;0
0;0;0;0
5;0;0;0
22;11;13;11
37;37;43;64
56;78;110;131
83;126;138;141
112;139;138;141
199;252;244;258
264;337;330;330
248;331;316;284
178;259;264;253
69;130;138;137
0;4;16;24
0;0;0;0
0;0;0;0
0;0;0;0
5;0;0;0
23;14;13;24
40;42;61;96
59;85;124;136
81;127;136;136
112;138;134;136
191;246;250;252
259;333;330;314
250;335;321;288
187;255;250;245
89;140;132;134
0;4;13;21
0;0;0;0
0;0;0;0
0;0;0;0
2;0;0;2
19;9;9;12
34;36;45;71
53;73;108;130
74;116;134;132
101;147;135;133
147;191;209;233
260;322;307;293
260;324;310;280
205;273;258;253
121;160;161;147
2;13;23;30
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
8;0;0;0
31;24;27;39
43;50;64;101
70;100;137;134
95;134;139;139
125;158;146;135
246;281;254;250
262;341;330;310
221;306;278;253
148;221;243;249
31;86;129;139
0;0;12;32
0;0;0;0
0;0;0;0
0;0;0;0
13;1;1;9
22;15;14;21
40;43;57;83
58;82;122;142
85;128;137;139
119;147;136;150
226;271;243;256
264;332;315;288
237;323;290;256
167;246;256;237
53;120;137;142
0;3;17;24
0;0;0;0
0;0;0;0
0;0;0;0
9;1;1;2
20;11;6;3
34;37;42;56
58;78;117;133
81;121;145;138
119;135;130;133
177;228;254;234
261;332;333;322
249;331;320;285
191;264;262;261
87;144;138;135
0;11;23;41
0;0;0;1
0;0;0;0
0;0;0;0
1;0;0;0
20;11;12;21
33;29;39;56
52;66;93;126
77;123;130;141
116;146;135;135
172;219;244;243
257;349;351;346
251;320;314;293
200;265;261;258
108;163;164;152
8;19;43;61
0;0;0;2
0;0;0;0
0;0;0;0
2;0;0;1
15;1;1;0
27;21;21;23
52;64;87;126
71;105;136;134
98;141;137;137
131;160;151;138
252;292;259;251
261;329;311;287
221;294;260;248
134;197;209;223
15;50;95;132
0;0;9;20
0;0;0;0
0;0;0;0
0;0;0;0
11;4;1;9
21;16;17;23
39;40;58;84
65;90;130;145
94;133;135;136
124;147;136;147
229;275;254;243
260;341;333;308
226;314;289;249
159;243;245;248
42;113;150;131
0;5;22;43
0;0;0;0
0;0;0;0
0;0;0;0
6;0;0;0
26;20;27;39
38;46;62;94
59;81;117;136
83;128;139;139
115;146;135;137
210;254;253;255
261;327;314;286
244;302;267;259
175;245;249;234
64;128;133;134
0;2;12;18
0;0;0;0
0;0;0;0
0;0;0;0
4;0;0;0
17;9;5;2
36;37;47;73
57;76;117;133
78;122;138;133
115;150;137;132
163;207;225;248
259;323;316;297
256;324;314;279
202;269;259;252
111;146;144;133
0;3;10;11
0;0;0;0
0;0;0;0
0;0;0;0
1;0;0;0
12;1;0;0
22;16;16;21
41;45;56;83
66;94;128;131
90;130;141;138
122;147;134;137
244;273;250;254
260;340;324;297
224;314;290;265
154;236;260;246
31;96;133;127
0;1;21;33
0;0;0;0
0;0;0;0
0;0;0;0
7;0;0;1
20;7;5;4
42;44;56;81
57;75;115;132
87;130;134;136
117;147;138;131
192;251;250;249
263;345;348;353
254;318;308;290
188;252;257;257
90;140;138;137
0;4;14;20
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
22;9;10;12
31;28;33;44
47;62;84;122
75;117;129;135
109;135;135;131
141;169;173;174
253;301;262;259
259;336;309;268
199;273;252;240
124;175;182;183
12;25;52;77
0;0;0;0
0;0;0;0
0;0;0;0
1;0;0;0
16;1;2;1
24;20;21;26
51;59;84;118
66;98;136;128
101;138;130;135
127;145;135;131
247;279;257;254
262;344;337;323
219;306;279;260
135;213;236;227
21;69;118;130
0;0;12;28
0;0;0;0
0;0;0;0
2;0;0;0
14;1;2;0
33;29;39;49
45;55;80;120
76;110;126;132
100;142;137;131
130;159;155;145
258;300;266;257
263;331;317;292
222;297;264;257
139;198;220;247
10;46;96;143
0;0;5;15
0;0;0;0
0;0;0;0
1;0;0;0
6;0;0;0
21;13;13;14
37;38;46;68
62;79;117;132
85;127;137;138
120;147;132;146
225;266;259;256
264;330;315;295
236;321;289;249
166;248;255;235
52;123;134;141
0;4;16;22
0;0;0;0
0;0;0;0
0;0;0;0
11;1;2;1
21;9;6;5
32;32;37;52
53;68;96;130
74;117;126;132
104;153;136;139
166;223;243;249
259;331;326;319
250;310;296;263
197;260;251;249
102;159;149;138
0;11;18;24
0;0;0;0
0;0;0;0
0;0;0;0
5;0;0;2
19;9;9;16
30;29;31;44
48;61;85;122
77;113;129;133
103;146;137;139
142;184;194;210
253;309;282;260
256;344;330;301
201;276;258;257
128;175;179;176
5;21;45;62
0;0;0;0
0;0;0;0
0;0;0;0
1;0;0;1
15;5;2;4
28;25;28;45
43;51;73;107
63;95;132;131
95;133;128;134
126;141;137;135
241;269;258;251
263;323;307;277
234;315;285;259
156;230;250;228
37;96;137;136
0;1;19;34
0;0;0;0
0;0;0;0
0;0;0;0
7;0;0;0
26;17;18;32
45;50;70;113
62;87;129;142
85;128;145;134
120;140;139;135
227;269;247;260
270;340;332;328
242;301;273;256
169;243;238;238
53;121;146;139
0;2;10;17
0;0;0;0
0;0;0;0
0;0;0;0
5;0;0;0
25;16;18;33
43;50;67;110
61;84;123;131
86;131;136;144
120;142;135;146
213;256;249;253
261;329;324;302
250;314;294;264
187;258;253;235
73;133;142;139
0;2;16;22
0;0;0;0
0;0;0;0
0;0;0;0
10;1;1;1
21;10;9;5
40;42;55;84
55;75;110;129
81;122;143;132
115;142;131;147
187;242;234;260
256;331;321;304
253;315;302;271
186;256;255;255
88;141;137;136
0;2;13;21
0;0;0;0
0;0;0;0
0;0;0;0
2;0;0;2
17;7;8;6
35;37;45;65
55;72;110;134
77;121;135;130
109;139;136;131
134;166;166;165
252;290;259;252
260;341;321;288
204;281;249;255
130;176;180;195
7;31;62;103
0;0;1;14
0;0;0;0
0;0;0;0
0;0;0;0
20;8;8;12
35;34;42;61
48;61;89;129
69;101;137;137
106;148;135;137
135;163;157;145
256;301;267;261
261;327;315;289
213;286;260;247
128;201;218;238
6;49;96;131
0;0;5;17
0;0;0;0
0;0;0;0
0;0;0;0
8;0;0;0
21;12;6;3
36;37;40;53
61;85;114;138
82;130;135;138
118;148;135;141
209;259;250;258
265;345;341;343
248;315;299;266
191;258;259;245
82;132;137;139
0;1;15;22
0;0;0;0
0;0;0;0
0;0;0;0
7;0;1;2
17;5;2;2
30;26;25;33
52;66;93;127
73;108;135;137
102;146;135;134
140;181;193;208
253;306;278;253
260;341;321;281
201;278;255;255
125;175;180;190
11;32;63;101
0;0;0;3
0;0;0;0
0;0;0;0
1;0;0;0
19;8;9;12
33;33;41;68
47;62;88;133
74;113;130;138
108;133;134;132
132;160;159;156
255;295;260;261
259;318;297;268
203;266;256;240
133;174;183;179
11;29;57;82
0;0;0;1
0;0;0;0
0;0;0;0
0;0;0;0
9;0;0;0
21;13;6;3
43;46;60;87
62;82;119;139
86;125;140;134
116;144;131;134
204;259;251;255
261;356;360;365
245;323;317;296
185;255;262;250
84;133;128;129
0;0;7;9
0;0;0;0
0;0;0;0
0;0;0;0
2;0;0;1
12;1;0;0
33;30;38;49
45;55;77;120
64;97;130;132
96;132;135;136
123;138;138;134
244;291;256;257
261;348;338;323
210;296;262;253
138;204;224;246
20;64;117;130
0;0;5;11
0;0;0;0
0;0;0;0
0;0;0;0
12;3;1;8
22;16;13;20
47;53;73;109
65;94;131;137
95;133;140;133
126;138;138;136
233;281;252;246
268;338;332;318
238;326;303;268
165;252;256;237
49;121;134;133
0;0;11;11
0;0;0;0
0;0;0;0
0;0;0;0
10;0;0;0
22;10;11;10
40;44;57;78
61;81;115;138
84;132;135;138
118;147;135;145
231;275;253;244
261;341;333;312
233;328;308;271
158;247;246;252
48;123;135;140
0;4;18;30
0;0;0;0
0;0;0;0
0;0;0;0
7;0;0;0
26;19;20;33
45;51;71;108
63;89;132;140
87;131;147;138
121;140;133;134
210;254;257;256
261;329;314;292
235;325;291;251
169;251;257;250
63;128;128;136
0;9;18;36
0;0;0;0
0;0;0;0
0;0;0;0
5;0;0;0
27;19;19;28
37;39;55;79
57;76;115;127
81;122;144;141
111;156;146;138
195;259;243;253
261;355;356;359
246;321;316;299
185;259;264;256
84;142;139;136
0;4;9;11
0;0;0;0
0;0;0;0
0;0;0;0
2;0;0;1
21;10;12;18
37;40;51;75
52;69;101;135
75;118;137;141
108;156;143;137
171;231;252;242
254;351;351;347
253;345;342;332
194;272;258;253
114;155;153;136
6;12;29;33
0;0;0;0
0;0;0;0
0;0;0;0
2;0;0;2
20;11;13;15
36;38;48;74
58;79;119;134
86;127;132;135
115;156;150;136
165;227;250;259
259;350;344;341
252;346;342;331
194;267;268;255
104;162;157;138
2;14;31;45
0;0;0;0
0;0;0;0
0;0;0;0
5;0;0;1
20;13;11;14
37;38;48;73
53;68;101;144
76;115;134;138
105;151;137;139
170;228;246;260
254;349;341;339
254;319;311;281
197;268;265;253
99;167;164;150
8;29;53;74
0;0;0;1
0;0;0;0
0;0;0;0
0;0;0;0
14;2;0;2
29;25;30;46
47;53;73;110
73;108;134;138
99;140;136;137
130;153;144;135
252;282;257;255
256;317;293;261
214;282;255;255
132;194;200;209
16;50;89;130
0;0;6;25
0;0;0;0
0;0;0;0
0;0;0;0
8;0;0;0
20;12;6;4
36;37;45;62
54;75;105;124
80;121;138;133
110;152;139;139
202;257;250;264
261;335;329;319
250;335;324;293
178;260;256;250
80;133;128;139
0;1;7;4
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
14;1;1;0
35;29;39;48
55;67;98;134
76;118;134;140
108;135;132;131
129;159;156;154
253;317;271;247
255;322;299;266
207;275;254;251
132;181;191;199
13;41;79;125
0;0;1;6
0;0;0;0
0;0;0;0
0;0;0;0
8;0;0;0
21;14;11;8
38;38;47;64
63;85;122;123
93;130;135;129
120;140;136;139
206;259;258;261
263;328;317;299
245;306;278;255
178;247;254;257
70;130;137;137
0;8;29;41
0;0;0;0
0;0;0;0
0;0;0;0
10;1;1;1
21;10;6;4
32;31;37;48
52;67;93;127
80;122;128;130
111;135;131;131
163;204;218;248
254;340;327;315
256;323;315;292
195;267;264;260
113;160;163;155
2;15;33;52
0;0;0;0
0;0;0;0
0;0;0;0
5;0;0;1
20;12;10;16
31;28;37;53
52;64;91;132
74;112;134;141
105;149;132;134
161;208;231;253
259;340;338;326
253;322;314;285
200;265;258;242
119;150;154;134
0;3;15;13
0;0;0;0
0;0;0;0
0;0;0;0
1;0;0;0
12;1;0;0
26;17;20;20
47;56;76;118
72;108;130;130
98;136;138;139
125;152;140;130
252;279;260;256
261;344;340;325
218;307;280;260
135;204;227;249
21;66;123;130
0;0;12;22
0;0;0;0
0;0;0;0
0;0;0;0
16;6;7;6
25;19;21;22
43;50;66;95
68;100;134;133
97;132;136;137
120;164;149;133
241;282;255;256
264;331;314;289
228;311;270;244
150;224;249;239
30;88;141;137
0;0;15;19
0;0;0;0
0;0;0;0
0;0;0;0
12;1;1;2
31;25;29;39
45;52;71;104
66;94;126;133
95;133;131;140
122;138;134;133
229;273;253;242
269;337;331;317
233;320;289;250
165;250;250;256
43;115;134;128
0;3;10;16
0;0;0;0
0;0;0;0
0;0;0;0
9;0;0;0
21;13;6;4
42;46;58;89
59;82;121;140
82;128;136;136
114;143;138;136
199;256;252;259
261;329;329;315
248;332;318;285
178;251;256;260
75;134;136;138
0;2;13;20
0;0;0;0
0;0;0;0
0;0;0;0
1;0;0;0
14;3;3;1
35;32;36;54
47;61;86;127
69;105;137;137
107;135;135;137
132;188;184;190
253;316;290;265
258;325;307;272
205;277;260;258
126;168;182;183
1;16;39;58
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
5;0;0;0
29;19;26;33
48;54;74;115
70;103;136;131
96;134;133;137
120;162;153;136
228;289;248;253
266;341;328;316
233;317;285;248
158;241;255;244
47;122;130;131
0;3;12;16
0;0;0;0
0;0;0;0
0;0;0;0
5;0;0;0
21;13;10;7
36;41;44;64
62;87;124;131
93;127;137;134
120;135;130;134
200;250;258;262
259;327;321;303
247;328;307;266
170;252;252;250
64;128;146;141
0;0;11;17
0;0;0;0
0;0;0;0
0;0;0;0
6;0;0;1
22;15;13;24
40;44;58;96
55;78;118;134
81;122;135;136
111;134;148;138
191;247;252;257
257;333;327;314
250;337;329;309
182;255;263;249
83;136;132;137
0;6;22;33
0;0;0;0
0;0;0;0
0;0;0;0
1;0;0;0
16;8;7;14
35;34;39;61
46;62;89;126
77;115;133;138
107;133;138;134
138;169;171;174
253;306;271;254
256;345;322;293
199;276;253;258
125;180;186;199
3;22;46;78
0;0;0;2
0;0;0;0
0;0;0;0
0;0;0;0
9;0;0;1
25;14;14;17
41;44;57;79
67;92;125;132
92;128;134;131
125;142;138;139
210;252;250;254
261;326;314;289
241;300;269;257
177;253;246;259
68;128;127;132
0;0;9;12
0;0;0;0
0;0;0;0
0;0;0;0
10;0;0;1
20;7;5;3
41;40;48;70
63;84;117;128
88;129;132;134
118;141;131;134
165;207;226;250
263;317;305;278
250;340;321;282
199;265;261;240
109;165;165;144
1;16;30;38
0;0;0;0
0;0;0;0
0;0;0;0
2;0;0;1
19;11;10;12
31;29;33;46
51;62;86;126
79;120;136;140
115;146;138;138
151;192;207;223
256;338;329;318
257;331;328;305
200;269;268;248
121;159;165;149
11;23;44;59
0;0;0;1
0;0;0;0
0;0;0;0
4;0;0;1
20;11;12;15
38;38;52;77
51;70;102;134
75;118;137;139
103;154;137;135
158;212;228;250
256;342;337;324
250;346;341;321
194;272;257;249
110;154;150;137
3;9;27;30
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
17;8;9;12
27;23;24;33
53;64;89;130
71;105;136;143
101;142;134;137
138;165;165;159
253;294;259;257
253;341;322;297
210;294;267;254
130;190;207;229
10;44;88;136
0;0;7;18
0;0;0;0
0;0;0;0
0;0;0;0
11;2;0;2
31;28;35;46
49;64;90;127
68;100;135;138
102;143;136;139
127;174;167;151
251;302;271;256
260;331;319;289
210;282;252;255
137;190;199;204
16;50;93;136
0;0;4;8
0;0;0;0
0;0;0;0
0;0;0;0
8;0;0;1
30;23;31;41
40;48;66;104
68;96;134;134
89;129;133;132
121;147;135;135
231;277;260;249
268;328;324;305
232;314;287;257
166;252;252;233
50;123;139;126
0;5;21;29
0;0;0;0
0;0;0;0
0;0;0;0
14;1;1;1
22;12;13;15
38;39;49;69
59;80;114;126
91;130;135;146
120;142;139;137
222;266;248;246
266;328;323;304
239;304;277;258
173;253;250;256
60;131;133;143
0;4;17;28
0;0;0;0
0;0;0;0
0;0;0;0
4;0;0;0
24;16;18;33
39;44;62;101
67;91;126;132
94;127;131;135
124;139;137;135
198;252;246;245
258;328;323;297
245;306;280;255
179;249;258;251
78;133;133;133
0;8;25;36
0;0;0;1
0;0;0;0
0;0;0;0
10;0;1;1
29;17;25;32
38;43;57;81
63;90;127;136
83;132;137;132
118;150;140;133
192;253;259;247
264;340;338;334
253;313;304;269
179;251;247;251
81;135;135;137
0;5;17;27
0;0;0;0
0;0;0;0
0;0;0;0
4;0;0;0
20;10;10;20
32;31;37;55
49;64;88;130
74;112;133;138
108;139;133;131
167;208;233;256
259;321;316;308
255;322;308;273
201;266;255;244
105;163;157;145
5;17;39;49
0;0;0;0
0;0;0;0
0;0;0;0
4;0;0;1
20;12;13;16
39;40;54;79
53;70;105;140
75;116;139;135
105;152;138;140
165;221;244;242
261;321;315;291
254;314;295;256
192;255;250;256
109;166;160;139
5;22;38;53
0;0;0;0
0;0;0;0
0;0;0;0
2;0;0;1
20;8;11;12
26;26;31;41
45;57;77;114
75;111;126;135
103;145;140;136
142;182;194;218
255;308;282;259
257;317;295;260
205;269;254;246
120;178;182;183
6;31;62;102
0;0;1;12
0;0;0;0
0;0;0;0
1;0;0;0
19;8;9;12
34;35;47;73
55;71;110;128
79;121;131;142
115;137;128;137
144;174;177;176
253;304;269;263
257;336;307;269
197;270;255;244
119;181;188;186
1;22;48;76
0;0;0;4
0;0;0;0
0;0;0;0
1;0;0;0
8;0;0;0
22;14;8;10
36;38;45;62
63;84;122;130
93;127;137;135
122;138;134;137
208;258;256;255
262;345;344;330
241;309;293;267
170;246;259;243
60;121;153;140
0;1;18;23
0;0;0;0
0;0;0;0
0;0;0;0
4;0;0;0
16;6;5;3
30;26;31;42
49;61;83;122
71;108;139;138
107;133;128;133
154;190;205;229
254;329;310;285
252;322;304;266
196;262;256;247
118;155;150;137
7;18;33;55
0;0;0;0
0;0;0;0
0;0;0;0
1;0;0;1
15;6;6;6
25;21;21;24
49;61;87;124
66;98;134;132
99;137;134;134
126;142;134;135
253;285;257;262
270;339;332;317
226;307;273;247
147;214;237;223
23;75;131;132
0;0;10;16
0;0;0;0
0;0;0;0
0;0;0;0
19;6;9;9
28;21;23;27
44;51;68;101
72;103;132;137
98;133;146;136
127;138;132;134
253;282;264;256
270;337;332;316
226;305;271;253
149;215;242;228
26;77;131;134
0;0;13;22
0;0;0;0
0;0;0;0
0;0;0;0
6;0;0;0
22;14;14;18
47;51;71;107
63;89;131;141
89;130;137;137
123;142;138;139
232;280;259;255
265;354;356;356
226;320;299;261
164;250;255;231
42;119;139;131
0;8;27;43
0;0;0;0
0;0;0;0
0;0;0;0
9;1;1;2
21;13;8;6
37;38;45;61
62;83;120;130
83;127;137;139
114;141;137;134
194;248;253;241
261;350;356;354
249;326;324;304
186;257;256;239
89;139;137;132
0;5;19;30
0;0;0;0
0;0;0;0
0;0;0;0
1;0;0;0
22;10;12;20
39;39;51;84
53;69;105;139
76;118;138;134
115;146;133;139
177;228;251;258
259;326;317;298
253;312;290;256
198;262;249;242
102;162;154;134
2;14;28;45
0;0;0;0
0;0;0;0
0;0;0;0
6;0;0;2
20;12;12;21
31;32;40;57
52;66;92;126
80;122;132;146
107;158;139;141
163;223;245;246
259;349;351;351
252;321;314;294
195;264;260;256
111;153;157;138
8;15;34;46
0;0;0;1
0;0;0;0
0;0;0;0
3;0;0;1
20;8;10;12
35;35;47;73
55;73;110;131
78;122;134;135
114;136;130;134
148;182;189;199
257;312;283;255
263;330;307;275
208;273;252;239
122;157;155;146
1;7;18;24
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
15;5;6;6
25;21;21;24
48;57;78;120
68;98;129;132
90;132;139;143
123;152;138;142
252;282;258;255
273;329;323;296
230;311;282;255
149;226;247;247
39;102;136;134
0;1;15;33
0;0;0;0
0;0;0;0
0;0;0;0
11;0;0;0
22;15;14;17
40;44;61;83
60;85;121;132
87;128;141;129
119;143;134;139
239;264;255;257
269;328;317;301
235;318;292;254
157;239;257;248
51;121;134;133
0;0;6;5
0;0;0;0
0;0;0;0
0;0;0;0
5;0;0;0
26;15;19;28
44;48;68;100
65;91;128;133
83;128;137;138
115;146;137;137
203;254;259;249
261;351;357;357
243;318;311;292
177;253;254;238
77;135;135;137
0;3;9;12
0;0;0;0
0;0;0;0
0;0;0;0
1;0;0;0
14;3;1;0
27;21;21;23
53;63;88;126
71;105;138;136
110;132;128;135
134;158;157;164
257;296;262;264
258;318;296;268
208;275;259;247
130;178;184;183
12;30;59;84
0;0;0;2
0;0;0;0
0;0;0;0
0;0;0;0
8;0;0;0
21;11;6;5
44;48;62;88
62;83;119;135
85;128;135;136
115;145;135;136
201;257;244;252
262;335;323;297
248;312;288;250
184;260;254;240
80;133;136;139
0;4;20;24
